fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;color;quality
7.6;0.62;0.32;2.2;D;7.0;54.0;0.9966;?;medium;9.4;red;5
10.3;0.41;0.42;2.4;E;6.0;14.0;0.9994;?;high;9.5;red;6
10.3;0.43;0.44;2.4;E;5.0;12.0;0.9994;3.19;high;9.5;red;6
7.4;0.29;0.38;1.7;D;9.0;30.0;0.9968;?;medium;9.5;?;6
10.3;0.53;0.48;2.5;E;6.0;25.0;0.9998;3.12;medium;9.3;red;6
7.9;0.53;0.24;2.0;D;15.0;105.0;0.996;3.27;medium;9.4;red;6
9.0;0.46;0.31;2.8;E;19.0;98.0;0.99815;3.32;high;9.5;red;6
8.6;0.47;0.3;3.0;D;30.0;135.0;0.9976;?;medium;9.4;red;5
7.4;0.36;0.29;2.6;C;26.0;72.0;0.99645;3.39;high;11.0;red;5
7.1;0.35;0.29;2.5;C;20.0;53.0;0.9962;3.42;high;11.0;red;6
9.6;0.56;0.23;3.4;C;37.0;92.0;0.9996;3.3;high;10.1;red;5
9.6;0.77;0.12;2.9;C;30.0;74.0;0.99865;3.3;high;10.4;red;6
9.8;0.66;0.39;3.2;C;21.0;59.0;0.9989;3.37;high;11.5;red;7
9.6;0.77;0.12;2.9;C;30.0;74.0;0.99865;3.3;high;10.4;red;6
9.8;0.66;0.39;3.2;C;21.0;59.0;0.9989;3.37;high;11.5;?;7
9.3;0.61;0.26;3.4;E;25.0;87.0;0.99975;3.24;high;9.7;?;5
7.8;0.62;0.05;2.3;E;6.0;18.0;0.99735;3.29;high;9.3;red;5
10.3;0.59;0.42;2.8;C;35.0;73.0;0.9990000000000001;3.28;high;9.5;red;6
10.0;0.49;0.2;11.0;C;13.0;50.0;1.0015;3.16;high;9.2;red;6
10.0;0.49;0.2;11.0;C;13.0;50.0;1.0015;3.16;high;9.2;red;6
11.6;0.53;0.66;3.65;C;6.0;14.0;0.9978;3.05;high;11.5;red;7
10.3;0.44;0.5;4.5;C;5.0;13.0;0.998;3.28;high;11.5;red;5
13.4;0.27;0.62;2.6;C;6.0;21.0;1.0002;3.16;high;9.7;red;6
10.7;0.46;0.39;2.0;E;7.0;15.0;0.9981;3.18;high;9.5;red;5
10.2;0.36;0.64;2.9;C;10.0;41.0;0.998;3.23;high;12.5;?;6
10.2;0.36;0.64;2.9;C;10.0;41.0;0.998;3.23;high;12.5;?;6
8.0;0.58;0.28;3.2;D;21.0;114.0;0.9973;3.22;medium;9.4;red;6
8.4;0.56;0.08;2.1;D;16.0;44.0;0.9958;3.13;medium;11.0;red;5
7.9;0.65;0.01;2.5;C;17.0;38.0;0.9963;3.34;high;11.7;red;7
11.9;0.695;0.53;3.4;C;7.0;21.0;0.9992;3.17;high;12.2;red;7
8.9;0.43;0.45;1.9;C;6.0;16.0;0.9948;?;high;12.5;red;6
7.8;0.43;0.32;2.8;C;29.0;58.0;0.9974;3.31;high;10.3;red;5
12.4;0.49;0.58;3.0;C;28.0;99.0;1.0008;3.16;high;11.5;?;6
12.5;0.28;0.54;2.3;C;12.0;29.0;0.9997;3.11;high;9.8;red;7
12.2;0.34;0.5;2.4;C;10.0;21.0;1.0;3.12;high;9.2;red;6
10.6;0.42;0.48;2.7;C;5.0;18.0;0.9972;3.21;high;11.3;red;6
10.9;0.39;0.47;1.8;C;6.0;14.0;0.9982;3.3;high;9.8;red;6
10.9;0.39;0.47;1.8;C;6.0;14.0;0.9982;3.3;high;9.8;red;6
11.9;0.57;0.5;2.6;C;6.0;32.0;1.0006;3.12;high;10.7;?;6
7.0;0.685;0.0;1.9;C;40.0;63.0;0.9979;3.6;high;9.9;red;5
6.6;0.815;0.02;2.7;C;17.0;34.0;0.9955;3.58;high;12.3;?;7
13.8;0.49;0.67;3.0;C;6.0;15.0;0.9986;3.02;high;12.0;red;6
9.6;0.56;0.31;2.8;C;15.0;46.0;0.9979;3.11;high;10.0;red;6
9.1;0.785;0.0;2.6;C;11.0;28.0;0.9994;3.36;high;9.4;red;6
10.7;0.67;0.22;2.7;C;17.0;34.0;1.0004;3.28;high;9.9;red;6
9.1;0.795;0.0;2.6;C;11.0;26.0;0.9994;?;high;9.4;?;6
7.7;0.665;0.0;2.4;C;8.0;19.0;0.9974;3.27;high;9.3;red;5
13.5;0.53;0.79;4.8;C;23.0;77.0;1.0018;?;high;13.0;red;5
6.1;0.21;0.4;1.4;E;40.5;165.0;0.9912;3.25;medium;11.9;red;6
6.7;0.75;0.01;2.4;E;17.0;32.0;0.9955;3.55;high;12.8;red;6
11.5;0.41;0.52;3.0;C;29.0;55.0;1.0001;3.26;high;11.0;red;5
10.5;0.42;0.66;2.95;C;12.0;29.0;0.997;3.24;high;11.7;red;7
11.9;0.43;0.66;3.1;C;10.0;23.0;1.0;3.15;high;10.4;red;7
12.6;0.38;0.66;2.6;C;10.0;41.0;1.001;3.17;high;9.8;red;6
8.2;0.7;0.23;2.0;C;14.0;81.0;0.9973;3.19;high;9.4;red;5
8.6;0.45;0.31;2.6;C;21.0;50.0;0.9982;3.37;high;9.9;red;6
11.9;0.58;0.66;2.5;E;6.0;37.0;0.9992;3.05;medium;10.0;red;5
12.5;0.46;0.63;2.0;C;6.0;15.0;0.9988;2.99;high;10.2;red;5
12.8;0.615;0.66;5.8;C;7.0;42.0;1.0022;3.07;high;10.0;red;7
10.0;0.42;0.5;3.4;C;7.0;21.0;0.9979;3.26;high;11.8;red;6
12.8;0.615;0.66;5.8;C;7.0;42.0;1.0022;3.07;high;10.0;red;7
10.4;0.575;0.61;2.6;C;11.0;24.0;1.0;3.16;high;9.0;red;5
10.3;0.34;0.52;2.8;C;15.0;75.0;0.9998;?;high;9.4;?;5
9.4;0.27;0.53;2.4;C;6.0;18.0;0.9962;3.2;high;12.0;red;7
6.9;0.765;0.02;2.3;C;35.0;63.0;0.9975;3.57;high;9.9;red;5
7.9;0.24;0.4;1.6;C;11.0;25.0;0.9967;3.32;high;8.7;red;6
9.1;0.28;0.48;1.8;C;26.0;46.0;0.9967;3.32;high;10.6;red;6
7.4;0.55;0.22;2.2;E;12.0;72.0;0.9959;3.05;high;9.2;red;5
14.0;0.41;0.63;3.8;C;6.0;47.0;1.0014;3.01;high;10.8;red;6
11.5;0.54;0.71;4.4;C;6.0;15.0;0.9984;3.01;high;11.8;red;7
11.5;0.45;0.5;3.0;C;19.0;47.0;1.0003;3.26;high;11.0;red;6
9.4;0.27;0.53;2.4;C;6.0;18.0;0.9962;3.2;high;12.0;red;7
11.4;0.625;0.66;6.2;C;6.0;24.0;0.9988;3.11;high;13.3;red;6
8.3;0.42;0.38;2.5;C;24.0;60.0;0.9979;3.31;high;10.8;red;6
8.3;0.26;0.42;2.0;C;11.0;27.0;0.9974;3.21;high;9.4;red;6
13.7;0.415;0.68;2.9;C;17.0;43.0;1.0014;3.06;high;10.0;red;6
8.3;0.26;0.42;2.0;C;11.0;27.0;0.9974;3.21;high;9.4;red;6
8.3;0.26;0.42;2.0;C;11.0;27.0;0.9974;3.21;high;9.4;red;6
7.7;0.51;0.28;2.1;C;23.0;54.0;0.998;3.42;high;9.2;red;5
7.4;0.63;0.07;2.4;C;11.0;37.0;0.9979;3.43;high;9.7;red;6
7.8;0.54;0.26;2.0;C;23.0;48.0;0.9981;3.41;high;9.2;red;6
8.3;0.66;0.15;1.9;D;17.0;42.0;0.9972;3.31;medium;9.6;red;6
7.8;0.46;0.26;1.9;C;23.0;53.0;0.9981;3.43;high;9.2;red;6
9.6;0.38;0.31;2.5;C;16.0;49.0;0.9982;3.19;high;10.0;red;7
5.6;0.85;0.05;1.4;C;12.0;88.0;0.9924;3.56;high;12.9;?;8
13.7;0.415;0.68;2.9;C;17.0;43.0;1.0014;3.06;high;10.0;red;6
9.5;0.37;0.52;2.0;D;6.0;26.0;0.998;3.18;medium;9.5;?;5
8.4;0.665;0.61;2.0;D;13.0;95.0;0.997;3.16;medium;9.1;red;5
12.7;0.6;0.65;2.3;E;6.0;25.0;0.9997;3.03;medium;9.9;?;5
12.0;0.37;0.76;4.2;E;7.0;38.0;1.0004;3.22;medium;13.0;red;7
6.6;0.735;0.02;7.9;D;68.0;124.0;0.9994;3.47;medium;9.9;red;5
11.5;0.59;0.59;2.6;C;13.0;49.0;0.9988;?;high;11.0;red;6
11.5;0.59;0.59;2.6;C;13.0;49.0;0.9988;3.18;high;11.0;red;6
8.7;0.765;0.22;2.3;E;9.0;42.0;0.9963;3.1;medium;9.4;red;5
6.6;0.735;0.02;7.9;D;68.0;124.0;0.9994;?;medium;9.9;red;5
7.7;0.26;0.3;1.7;B;20.0;38.0;0.9949;3.29;medium;10.8;red;6
12.2;0.48;0.54;2.6;E;19.0;64.0;1.0;3.1;high;10.5;red;6
11.4;0.6;0.49;2.7;E;10.0;41.0;0.9994;3.15;high;10.5;red;6
7.7;0.69;0.05;2.7;E;15.0;27.0;0.9974;3.26;high;9.1;red;5
8.7;0.31;0.46;1.4;C;11.0;25.0;0.9966;3.36;high;10.1;red;6
9.8;0.44;0.47;2.5;C;9.0;28.0;0.9981;3.24;high;10.8;red;6
12.0;0.39;0.66;3.0;E;12.0;30.0;0.9996;3.18;high;10.8;red;7
10.4;0.34;0.58;3.7;C;6.0;16.0;0.997;3.19;high;11.3;red;6
12.5;0.46;0.49;4.5;E;26.0;49.0;0.9981;3.05;medium;9.6;red;4
9.0;0.43;0.34;2.5;E;26.0;86.0;0.9987;?;high;9.5;red;6
9.1;0.45;0.35;2.4;E;23.0;78.0;0.9987;3.38;high;9.5;red;5
7.1;0.735;0.16;1.9;C;15.0;77.0;0.9966;3.27;high;9.3;red;5
9.9;0.4;0.53;6.7;C;6.0;19.0;0.9986;3.27;high;11.7;red;7
8.8;0.52;0.34;2.7;E;24.0;122.0;0.9982;3.26;high;9.5;red;5
8.6;0.725;0.24;6.6;C;31.0;134.0;1.0014;3.32;high;9.3;red;5
10.6;0.48;0.64;2.2;C;6.0;20.0;0.997;3.26;high;11.7;red;6
7.0;0.58;0.12;1.9;B;34.0;124.0;0.9956;3.44;medium;10.5;red;5
11.9;0.38;0.51;2.0;C;7.0;20.0;0.9996;3.24;high;10.4;red;6
6.8;0.77;0.0;1.8;C;34.0;52.0;0.9976;3.62;high;9.9;red;5
9.5;0.56;0.33;2.4;C;35.0;67.0;0.9972;3.28;high;11.8;red;7
6.6;0.84;0.03;2.3;E;32.0;48.0;0.9952;3.52;medium;12.3;red;7
7.7;0.96;0.2;2.0;B;15.0;60.0;0.9955;3.36;medium;10.9;red;5
10.5;0.24;0.47;2.1;C;6.0;24.0;0.9978;3.15;high;11.0;red;7
7.7;0.96;0.2;2.0;B;15.0;60.0;0.9955;3.36;medium;10.9;red;5
6.6;0.84;0.03;2.3;E;32.0;48.0;0.9952;?;medium;12.3;red;7
6.4;0.67;0.08;2.1;D;19.0;48.0;0.9949;3.49;medium;11.4;red;6
9.5;0.78;0.22;1.9;E;6.0;32.0;0.9988;3.26;medium;10.6;red;6
9.1;0.52;0.33;1.3;E;9.0;30.0;0.9978;3.24;medium;9.3;red;5
12.8;0.84;0.63;2.4;E;13.0;35.0;0.9997;3.1;medium;10.4;red;6
10.5;0.24;0.47;2.1;C;6.0;24.0;0.9978;?;high;11.0;red;7
7.8;0.55;0.35;2.2;E;21.0;66.0;0.9974;3.25;medium;9.2;red;5
11.9;0.37;0.69;2.3;C;12.0;24.0;0.9958;3.0;high;12.8;red;6
12.3;0.39;0.63;2.3;D;6.0;18.0;1.0004;3.16;medium;9.5;red;5
10.4;0.41;0.55;3.2;C;22.0;54.0;0.9996;3.15;high;9.9;red;6
12.3;0.39;0.63;2.3;D;6.0;18.0;1.0004;3.16;medium;9.5;red;5
8.0;0.67;0.3;2.0;E;38.0;62.0;0.9958;3.26;medium;10.2;red;6
11.1;0.45;0.73;3.2;C;6.0;22.0;0.9986;3.17;high;11.2;red;6
10.4;0.41;0.55;3.2;C;22.0;54.0;0.9996;?;high;9.9;red;6
7.0;0.62;0.18;1.5;E;7.0;50.0;0.9951;3.08;medium;9.3;red;5
12.6;0.31;0.72;2.2;C;6.0;29.0;0.9987;2.88;high;9.8;red;8
11.9;0.4;0.65;2.15;C;7.0;27.0;0.9988;3.06;high;11.3;red;6
15.6;0.685;0.76;3.7;C;6.0;43.0;1.0032;2.95;high;11.2;red;7
10.0;0.44;0.49;2.7;E;11.0;19.0;0.9963;3.23;high;11.6;red;7
5.3;0.57;0.01;1.7;C;5.0;27.0;0.9934;3.57;high;12.5;red;7
9.5;0.735;0.1;2.1;E;6.0;31.0;0.9986;3.23;medium;10.1;red;6
12.5;0.38;0.6;2.6;C;31.0;72.0;0.9996;?;high;10.5;red;5
9.3;0.48;0.29;2.1;C;6.0;16.0;0.9968;3.22;high;11.2;red;5
8.6;0.53;0.22;2.0;E;7.0;27.0;0.9967;3.2;medium;10.2;red;6
11.9;0.39;0.69;2.8;E;17.0;35.0;0.9994;3.1;high;10.8;red;6
11.9;0.39;0.69;2.8;E;17.0;35.0;0.9994;3.1;high;10.8;red;6
8.4;0.37;0.53;1.8;C;9.0;26.0;0.9979;3.06;high;9.1;red;6
6.8;0.56;0.03;1.7;E;18.0;35.0;0.9968;3.44;high;10.0;?;6
10.4;0.33;0.63;2.8;C;5.0;22.0;0.9998;3.26;high;11.2;red;7
7.0;0.23;0.4;1.6;E;21.0;67.0;0.9952;3.5;high;11.1;red;5
11.3;0.62;0.67;5.2;C;6.0;19.0;0.9988;3.22;high;13.4;red;8
8.9;0.59;0.39;2.3;E;5.0;22.0;0.9986;3.37;medium;10.3;red;5
9.2;0.63;0.21;2.7;E;29.0;65.0;0.9988;?;medium;9.6;red;5
10.4;0.33;0.63;2.8;C;5.0;22.0;0.9998;3.26;high;11.2;red;7
11.6;0.58;0.66;2.2;E;10.0;47.0;1.0008;3.25;medium;9.0;red;3
9.2;0.43;0.52;2.3;E;14.0;23.0;0.9976;3.35;high;11.3;red;6
8.3;0.615;0.22;2.6;E;6.0;19.0;0.9982;3.26;high;9.3;?;5
11.0;0.26;0.68;2.55;E;10.0;25.0;0.997;3.18;high;11.8;red;5
8.1;0.66;0.7;2.2;D;25.0;129.0;0.9972;3.08;medium;9.0;red;5
11.5;0.315;0.54;2.1;C;5.0;15.0;0.9987;2.98;high;9.2;red;6
10.0;0.29;0.4;2.9;C;10.0;26.0;1.0006;3.48;high;9.7;?;5
10.3;0.5;0.42;2.0;C;21.0;51.0;0.9982;3.16;high;11.5;red;6
8.8;0.46;0.45;2.6;C;7.0;18.0;0.9947;3.32;high;14.0;red;6
11.4;0.36;0.69;2.1;E;6.0;21.0;1.0;3.17;high;9.2;red;6
8.7;0.82;0.02;1.2;E;36.0;48.0;0.9952;3.2;medium;9.8;?;5
13.0;0.32;0.65;2.6;E;15.0;47.0;0.9996;3.05;high;10.6;red;5
9.6;0.54;0.42;2.4;C;25.0;52.0;0.997;3.2;high;11.4;red;6
12.5;0.37;0.55;2.6;C;25.0;68.0;0.9995;3.15;high;10.4;?;6
9.9;0.35;0.55;2.1;C;5.0;14.0;0.9971;3.26;high;10.6;red;5
10.5;0.28;0.51;1.7;C;10.0;24.0;0.9982;3.2;high;9.4;red;6
9.6;0.68;0.24;2.2;E;5.0;28.0;0.9988;3.14;medium;10.2;red;5
9.3;0.27;0.41;2.0;C;6.0;16.0;0.998;3.28;high;9.7;red;5
10.4;0.24;0.49;1.8;C;6.0;20.0;0.9977;3.18;high;11.0;red;6
9.6;0.68;0.24;2.2;E;5.0;28.0;0.9988;3.14;medium;10.2;red;5
9.4;0.685;0.11;2.7;C;6.0;31.0;0.9984;3.19;high;10.1;red;6
10.6;0.28;0.39;15.5;C;6.0;23.0;1.0026;3.12;high;9.2;?;5
9.4;0.3;0.56;2.8;C;6.0;17.0;0.9964;3.15;high;11.7;red;8
10.6;0.36;0.59;2.2;C;6.0;18.0;0.9986;3.04;high;9.4;red;5
10.6;0.36;0.6;2.2;C;7.0;18.0;0.9986;3.04;high;9.4;red;5
10.6;0.44;0.68;4.1;C;6.0;24.0;0.997;3.06;high;13.4;?;6
10.2;0.67;0.39;1.9;B;6.0;17.0;0.9976;3.17;medium;10.0;red;5
10.2;0.67;0.39;1.9;B;6.0;17.0;0.9976;3.17;medium;10.0;red;5
10.2;0.645;0.36;1.8;B;5.0;14.0;0.9982;?;low;10.0;red;6
11.6;0.32;0.55;2.8;C;35.0;67.0;1.0002;3.32;high;10.8;red;7
9.3;0.39;0.4;2.6;C;10.0;26.0;0.9984;3.34;high;10.2;red;6
9.3;0.775;0.27;2.8;C;24.0;56.0;0.9984;3.31;high;10.6;red;6
9.2;0.41;0.5;2.5;C;12.0;25.0;0.9952;3.34;high;13.3;red;7
8.9;0.4;0.51;2.6;C;13.0;27.0;0.995;3.32;high;13.4;red;7
8.7;0.69;0.31;3.0;C;23.0;81.0;1.0002;3.48;high;11.6;red;6
6.5;0.39;0.23;8.3;E;28.0;91.0;0.9952;3.44;medium;12.1;red;6
10.7;0.35;0.53;2.6;C;5.0;16.0;0.9972;3.15;high;11.0;red;8
7.8;0.52;0.25;1.9;C;14.0;38.0;0.9984;3.43;high;9.0;red;6
7.2;0.34;0.32;2.5;C;43.0;113.0;0.9966;?;high;11.1;red;5
10.7;0.35;0.53;2.6;C;5.0;16.0;0.9972;3.15;high;11.0;red;8
8.7;0.69;0.31;3.0;C;23.0;81.0;1.0002;?;high;11.6;red;6
7.8;0.52;0.25;1.9;C;14.0;38.0;0.9984;3.43;high;9.0;red;6
10.4;0.44;0.73;6.55;C;38.0;76.0;0.9990000000000001;3.17;high;12.0;red;7
10.4;0.44;0.73;6.55;C;38.0;76.0;0.9990000000000001;3.17;high;12.0;red;7
10.5;0.26;0.47;1.9;C;6.0;24.0;0.9976;3.18;high;10.9;?;7
10.5;0.24;0.42;1.8;C;6.0;22.0;0.9976;3.21;high;10.8;red;7
10.2;0.49;0.63;2.9;C;10.0;26.0;0.9968;?;high;12.5;red;7
10.4;0.24;0.46;1.8;C;6.0;21.0;0.9976;?;high;10.8;red;7
11.2;0.67;0.55;2.3;C;6.0;13.0;1.0;3.17;high;9.5;red;6
10.0;0.59;0.31;2.2;E;26.0;62.0;0.9994;?;high;10.2;red;6
13.3;0.29;0.75;2.8;C;23.0;43.0;0.9986;?;high;11.4;red;7
12.4;0.42;0.49;4.6;E;19.0;43.0;0.9978;3.02;high;9.5;red;5
10.0;0.59;0.31;2.2;E;26.0;62.0;0.9994;3.18;high;10.2;red;6
10.7;0.4;0.48;2.1;C;15.0;49.0;0.998;3.03;high;9.7;red;6
10.5;0.51;0.64;2.4;C;6.0;15.0;0.9973;3.09;high;11.8;red;7
10.5;0.51;0.64;2.4;C;6.0;15.0;0.9973;3.09;high;11.8;red;7
8.5;0.655;0.49;6.1;C;34.0;151.0;1.001;3.31;high;9.3;?;5
12.5;0.6;0.49;4.3;C;5.0;14.0;1.001;3.25;high;11.9;red;6
10.4;0.61;0.49;2.1;E;5.0;16.0;0.9994;3.16;high;8.4;red;3
10.9;0.21;0.49;2.8;C;11.0;32.0;0.9972;3.22;high;11.7;red;6
7.3;0.365;0.49;2.5;C;39.0;106.0;0.9966;3.36;high;11.0;red;5
9.8;0.25;0.49;2.7;C;15.0;33.0;0.9982;3.42;high;10.0;red;6
7.6;0.41;0.49;2.0;C;16.0;43.0;0.998;3.48;high;9.1;red;5
8.2;0.39;0.49;2.3;C;47.0;133.0;0.9979;3.38;high;9.8;red;5
9.3;0.4;0.49;2.5;E;38.0;142.0;0.9978;3.22;medium;9.4;red;5
9.2;0.43;0.49;2.4;C;23.0;116.0;0.9976;3.23;high;9.5;?;5
10.4;0.64;0.24;2.8;C;29.0;53.0;0.9998;3.24;high;9.9;red;5
7.3;0.365;0.49;2.5;C;39.0;106.0;0.9966;3.36;high;11.0;red;5
7.0;0.38;0.49;2.5;C;33.0;85.0;0.9962;3.39;high;11.4;red;6
8.2;0.42;0.49;2.6;C;32.0;55.0;0.9988;3.34;high;8.7;?;6
9.9;0.63;0.24;2.4;E;6.0;33.0;0.9974;3.09;medium;9.4;red;5
9.1;0.22;0.24;2.1;C;1.0;28.0;0.9990000000000001;3.41;high;10.3;?;6
11.9;0.38;0.49;2.7;E;12.0;42.0;1.0004;3.16;high;10.3;red;5
11.9;0.38;0.49;2.7;E;12.0;42.0;1.0004;3.16;high;10.3;?;5
10.3;0.27;0.24;2.1;C;15.0;33.0;0.9956;3.22;high;12.8;red;6
10.0;0.48;0.24;2.7;E;13.0;32.0;1.0;3.28;medium;10.0;red;6
9.1;0.22;0.24;2.1;C;1.0;28.0;0.9990000000000001;3.41;high;10.3;red;6
9.9;0.63;0.24;2.4;E;6.0;33.0;0.9974;3.09;medium;9.4;red;5
8.1;0.825;0.24;2.1;C;5.0;13.0;0.9972;?;high;10.7;red;6
12.9;0.35;0.49;5.8;C;5.0;35.0;1.0014;3.2;high;12.0;?;7
11.2;0.5;0.74;5.15;E;5.0;17.0;0.9996;3.22;high;11.2;red;5
9.2;0.59;0.24;3.3;C;20.0;47.0;0.9988;3.26;high;9.6;red;5
9.5;0.46;0.49;6.3;C;5.0;17.0;0.9988;3.21;high;11.0;red;6
9.3;0.715;0.24;2.1;E;5.0;20.0;0.9966;3.12;medium;9.9;red;5
11.2;0.66;0.24;2.5;C;16.0;53.0;0.9993;3.06;high;11.0;red;6
14.3;0.31;0.74;1.8;C;6.0;15.0;1.0008;2.86;high;8.4;?;6
9.1;0.47;0.49;2.6;E;38.0;106.0;0.9982;3.08;medium;9.1;red;5
7.5;0.55;0.24;2.0;C;10.0;28.0;0.9983;3.45;high;9.5;?;6
10.6;0.31;0.49;2.5;C;6.0;21.0;0.9987;3.26;high;10.7;red;6
12.4;0.35;0.49;2.6;C;27.0;69.0;0.9994;3.12;high;10.4;red;6
9.0;0.53;0.49;1.9;E;6.0;25.0;0.9975;3.27;high;9.4;red;6
6.8;0.51;0.01;2.1;E;9.0;25.0;0.9958;3.33;medium;9.5;red;6
9.4;0.43;0.24;2.8;C;14.0;45.0;0.998;3.19;high;10.0;red;6
9.5;0.46;0.24;2.7;C;14.0;44.0;0.998;3.12;high;10.0;red;6
5.0;1.04;0.24;1.6;E;32.0;96.0;0.9934;3.74;high;11.5;red;5
15.5;0.645;0.49;4.2;C;10.0;23.0;1.00315;2.92;high;11.1;red;5
15.5;0.645;0.49;4.2;C;10.0;23.0;1.00315;2.92;high;11.1;red;5
10.9;0.53;0.49;4.6;E;10.0;17.0;1.0002;3.07;medium;11.7;red;6
15.6;0.645;0.49;4.2;C;10.0;23.0;1.00315;2.92;high;11.1;red;5
10.9;0.53;0.49;4.6;E;10.0;17.0;1.0002;3.07;medium;11.7;red;6
13.0;0.47;0.49;4.3;C;6.0;47.0;1.0021;3.3;high;12.7;red;6
12.7;0.6;0.49;2.8;E;5.0;19.0;0.9994;3.14;medium;11.4;red;5
9.0;0.44;0.49;2.4;E;26.0;121.0;0.9978;?;medium;9.2;red;5
9.0;0.54;0.49;2.9;E;41.0;110.0;0.9982;3.08;high;9.2;?;5
7.6;0.29;0.49;2.7;E;25.0;60.0;0.9971;3.31;high;10.1;red;6
13.0;0.47;0.49;4.3;C;6.0;47.0;1.0021;?;high;12.7;red;6
12.7;0.6;0.49;2.8;E;5.0;19.0;0.9994;3.14;medium;11.4;red;5
8.7;0.7;0.24;2.5;E;5.0;15.0;0.9991;3.32;medium;9.0;red;6
8.7;0.7;0.24;2.5;E;5.0;15.0;0.9991;3.32;medium;9.0;?;6
9.8;0.5;0.49;2.6;C;5.0;20.0;0.9990000000000001;3.31;high;10.7;red;6
6.2;0.36;0.24;2.2;E;19.0;42.0;0.9946;3.57;medium;11.7;red;6
11.5;0.35;0.49;3.3;C;10.0;37.0;1.0003;3.32;high;11.0;red;6
6.2;0.36;0.24;2.2;E;19.0;42.0;0.9946;3.57;medium;11.7;red;6
10.2;0.24;0.49;2.4;E;10.0;28.0;0.9978;?;high;10.4;red;5
10.5;0.59;0.49;2.1;E;14.0;47.0;0.9991;3.3;medium;9.6;red;4
10.6;0.34;0.49;3.2;C;20.0;78.0;0.9992;3.19;high;10.0;red;6
12.3;0.27;0.49;3.1;C;28.0;46.0;0.9993;3.2;high;10.2;red;6
9.9;0.5;0.24;2.3;D;6.0;14.0;0.9978;3.34;medium;10.0;red;4
8.8;0.44;0.49;2.8;E;18.0;111.0;0.9982;3.3;medium;9.5;red;5
8.8;0.47;0.49;2.9;E;17.0;110.0;0.9982;3.29;medium;9.8;red;5
10.6;0.31;0.49;2.2;D;18.0;40.0;0.9976;3.14;medium;9.8;red;6
12.3;0.5;0.49;2.2;B;5.0;14.0;1.0002;3.19;medium;9.6;red;5
12.3;0.5;0.49;2.2;B;5.0;14.0;1.0002;3.19;medium;9.6;red;5
11.7;0.49;0.49;2.2;B;5.0;15.0;1.0;3.19;medium;9.2;red;5
12.0;0.28;0.49;1.9;C;10.0;21.0;0.9976;2.98;high;9.9;?;7
11.8;0.33;0.49;3.4;C;54.0;80.0;1.0002;3.3;high;10.7;red;7
7.6;0.51;0.24;2.4;C;8.0;38.0;0.998;3.47;high;9.6;red;6
11.1;0.31;0.49;2.7;C;16.0;47.0;0.9986;3.12;high;10.6;red;7
7.3;0.73;0.24;1.9;E;18.0;102.0;0.9967;3.26;medium;9.3;red;5
5.0;0.42;0.24;2.0;C;19.0;50.0;0.9917;3.72;high;14.0;red;8
10.2;0.29;0.49;2.6;C;5.0;13.0;0.9976;3.05;high;10.5;red;7
9.0;0.45;0.49;2.6;E;21.0;75.0;0.9987;?;medium;9.7;red;5
6.6;0.39;0.49;1.7;D;23.0;149.0;0.9922;3.12;medium;11.5;red;6
9.0;0.45;0.49;2.6;E;21.0;75.0;0.9987;3.35;medium;9.7;red;5
9.9;0.49;0.58;3.5;E;9.0;43.0;1.0004;3.29;medium;9.0;red;5
7.9;0.72;0.17;2.6;D;20.0;38.0;0.9978;3.4;medium;9.5;red;5
8.9;0.595;0.41;7.9;E;30.0;109.0;0.9998;3.27;medium;9.3;red;5
12.4;0.4;0.51;2.0;E;6.0;24.0;0.9994;3.04;medium;9.3;red;6
11.9;0.58;0.58;1.9;E;5.0;18.0;0.998;?;high;10.0;red;6
8.5;0.585;0.18;2.1;B;5.0;30.0;0.9967;3.2;medium;9.8;?;6
12.7;0.59;0.45;2.3;C;11.0;22.0;1.0;3.0;high;9.3;red;6
8.2;0.915;0.27;2.1;B;7.0;23.0;0.9962;3.26;medium;10.0;red;4
13.2;0.46;0.52;2.2;E;12.0;35.0;1.0006;3.1;medium;9.0;red;6
7.7;0.835;0.0;2.6;D;6.0;14.0;0.9975;3.3;medium;9.3;red;5
13.2;0.46;0.52;2.2;E;12.0;35.0;1.0006;3.1;medium;9.0;red;6
8.3;0.58;0.13;2.9;E;14.0;63.0;0.9984;3.17;high;9.1;red;6
8.3;0.6;0.13;2.6;E;6.0;24.0;0.9984;3.31;medium;9.2;red;6
9.4;0.41;0.48;4.6;C;10.0;20.0;0.9973;3.34;high;12.2;red;7
8.8;0.48;0.41;3.3;D;26.0;52.0;0.9982;3.31;medium;10.5;red;6
10.1;0.65;0.37;5.1;C;11.0;65.0;1.0026;3.32;high;10.4;red;6
6.3;0.36;0.19;3.2;D;15.0;39.0;0.9956;3.56;medium;12.7;red;6
8.8;0.24;0.54;2.5;D;25.0;57.0;0.9983;3.39;medium;9.2;red;5
13.2;0.38;0.55;2.7;D;5.0;16.0;1.0006;2.98;medium;9.4;?;5
7.5;0.64;0.0;2.4;E;18.0;29.0;0.9965;3.32;medium;10.0;red;6
8.2;0.39;0.38;1.5;C;10.0;29.0;0.9962;3.26;high;9.8;red;5
9.2;0.755;0.18;2.2;C;10.0;103.0;0.9969;2.87;high;10.2;red;6
